esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1001882,1.55E+12,33.4,358.7,-22.5,3.619,3.559,37.0,34.2,11.35,98.95
1001884,1.55E+12,29.9,329.3,-22.5,3.327,3.263,36.4,32.9,0.28,82.53
1001885,1.56E+12,54.2,332.6,-22.5,3.358,3.297,37.0,34.9,1.96,95.47
1001890,1.56E+12,15.9,351.3,-22.5,3.544,3.490,36.0,33.1,0.29,105.81
1001891,1.56E+12,54.1,345.0,-22.5,3.495,3.426,33.3,31.6,8.02,64.92
1001894,1.55E+12,75.1,338.6,-22.5,3.430,3.357,36.3,33.1,3.82,82.31
1001895,1.57E+12,49.6,326.6,-22.5,3.301,3.245,36.0,34.0,4.92,88.71
1001896,1.55E+12,20.4,330.4,-22.5,3.353,3.280,37.0,34.7,2.28,101.75
1001898,1.55E+12,63.8,351.7,-22.5,3.556,3.493,36.0,32.2,16.04,79.36
1001900,1.55E+12,32.2,353.0,-22.5,3.564,3.504,33.0,31.6,22.22,94.88
1001903,1.57E+12,23.7,337.0,-22.5,3.405,3.348,32.1,29.4,4.56,64.90
1001904,1.56E+12,34.3,341.0,-22.5,3.453,3.382,37.0,33.3,2.88,97.98
1001905,1.57E+12,17.9,336.5,-22.5,3.396,3.336,37.0,33.7,1.39,97.65
1001907,1.55E+12,59.3,332.6,-22.5,3.365,3.300,36.6,34.4,10.55,82.98
1001909,1.56E+12,48.7,357.8,-22.5,3.626,3.554,36.5,34.6,2.46,79.27
1001911,1.55E+12,57.5,347.2,-22.5,3.514,3.446,37.0,33.3,9.61,102.73
1001912,1.56E+12,52.6,341.9,-22.5,3.468,3.396,37.0,34.4,5.69,76.84
1001913,1.56E+12,16.4,328.2,-22.5,3.324,3.255,33.2,30.2,3.47,80.30
1001914,1.55E+12,45.5,327.7,-22.5,3.323,3.256,37.0,33.8,5.39,63.93
1001915,1.56E+12,24.6,326.6,-22.5,3.313,3.245,34.0,30.9,3.42,117.23
1001919,1.55E+12,31.2,341.7,-22.5,3.466,3.390,33.0,29.5,3.23,110.06
1001920,1.56E+12,69.9,328.4,-22.5,3.324,3.263,36.0,33.1,5.65,84.55
1001921,1.56E+12,51.9,329.2,-22.5,3.335,3.267,34.8,31.4,5.42,89.63
1001932,1.57E+12,69.2,325.8,-22.5,3.293,3.232,35.1,33.1,6.30,73.40
1001933,1.57E+12,66.8,349.4,-22.5,3.525,3.467,32.5,29.0,10.53,82.27
1001934,1.57E+12,41.4,328.5,-22.5,3.330,3.260,37.0,34.8,4.54,103.12
1001935,1.57E+12,31.4,327.2,-22.5,3.303,3.251,33.3,31.6,3.33,85.99
1001936,1.57E+12,45.1,330.3,-22.5,3.343,3.274,37.0,34.4,5.31,76.23
1001938,1.55E+12,45.3,331.3,-22.5,3.352,3.284,35.7,32.4,9.57,113.59
1001939,1.55E+12,35.0,338.5,-22.5,3.425,3.357,34.6,32.0,3.31,113.54
1001944,1.57E+12,45.2,351.4,-22.5,3.544,3.486,36.7,35.1,4.75,81.91
1001945,1.56E+12,70.9,333.4,-22.5,3.365,3.313,34.8,31.3,9.17,113.91
1001947,1.55E+12,43.1,346.8,-22.5,3.517,3.444,37.0,33.1,1.66,97.12
1001948,1.55E+12,31.0,340.0,-22.5,3.443,3.370,36.9,35.5,4.37,72.62
1001952,1.56E+12,30.6,333.3,-22.5,3.376,3.304,33.9,31.1,4.37,112.33
1001953,1.56E+12,61.1,334.0,-22.5,3.388,3.318,36.0,33.0,2.25,66.09
1001954,1.56E+12,58.4,357.4,-22.5,3.621,3.547,32.6,30.4,1.54,96.10
1001957,1.55E+12,50.9,353.2,-22.5,3.573,3.504,36.0,32.9,4.04,88.32
1001962,1.55E+12,35.9,328.1,-22.5,3.323,3.252,35.4,32.6,6.53,104.30
1001963,1.55E+12,30.0,355.4,-34.3,3.601,3.533,36.0,32.1,0.29,72.09
1001964,1.55E+12,66.2,335.0,-22.5,3.394,3.330,33.0,30.7,3.49,102.18
1001967,1.57E+12,56.3,333.1,-22.5,3.375,3.309,36.0,32.4,6.52,83.21
1001971,1.57E+12,33.0,332.1,-22.5,3.360,3.293,37.0,34.3,0.92,78.36
1001972,1.55E+12,57.2,334.9,-22.5,3.396,3.322,35.9,34.7,1.71,89.12
1001973,1.56E+12,52.5,329.9,-22.5,3.333,3.274,33.0,30.3,8.57,92.06
1001975,1.56E+12,24.9,331.7,-22.5,3.354,3.294,33.0,30.8,4.10,73.44
1001976,1.57E+12,43.3,326.6,-22.5,3.306,3.242,33.0,29.4,1.76,76.72
1001977,1.57E+12,20.9,355.5,-22.5,3.599,3.528,37.0,33.9,6.18,119.07
1001979,1.55E+12,63.6,330.7,-22.5,3.337,3.278,37.0,35.4,25.61,91.00
1001980,1.57E+12,74.6,348.7,-22.5,3.529,3.462,37.0,33.9,5.81,75.82
1001982,1.55E+12,66.2,340.0,-22.5,3.440,3.379,34.0,31.8,4.40,92.92
1001983,1.57E+12,70.3,339.9,-22.5,3.438,3.373,36.1,33.5,6.87,70.62
1001984,1.56E+12,22.7,343.2,-22.5,3.471,3.408,37.0,34.7,1.63,103.54
1001986,1.56E+12,21.2,341.7,-22.5,3.466,3.395,36.0,33.3,6.31,104.31
1001992,1.55E+12,50.1,350.6,-22.5,3.556,3.479,33.1,29.2,2.05,67.79
1001995,1.55E+12,32.7,351.9,-22.5,3.565,3.496,37.0,33.5,4.60,94.03
1001998,1.55E+12,22.5,344.1,-22.5,3.483,3.412,37.0,34.8,5.81,89.43
1002001,1.55E+12,32.0,334.2,-22.5,3.373,3.312,33.0,29.4,9.11,98.87
1002002,1.55E+12,24.6,357.1,-22.5,3.607,3.550,35.7,33.9,7.49,98.17
1002003,1.56E+12,71.0,342.8,-22.5,3.462,3.403,34.0,31.5,0.58,90.68
1002005,1.56E+12,40.5,327.1,-22.5,3.312,3.249,36.9,34.3,2.66,73.45
1002008,1.56E+12,65.7,331.1,-22.5,3.346,3.285,37.0,35.5,1.28,109.70
1002010,1.56E+12,49.2,353.7,-22.5,3.582,3.507,33.0,30.5,25.66,69.76
1002015,1.56E+12,51.4,338.1,-22.5,3.429,3.357,33.0,31.0,1.53,111.13
1002017,1.57E+12,56.6,335.0,-22.5,3.398,3.323,36.0,32.3,7.34,110.08
1002019,1.57E+12,63.7,353.7,-22.5,3.576,3.516,37.0,34.2,4.42,99.80
1002020,1.56E+12,75.4,332.3,-22.5,3.357,3.295,36.0,33.2,1.70,74.20
1002023,1.57E+12,55.7,353.1,-71.6,3.570,3.506,37.0,33.7,3.85,72.71
1002028,1.57E+12,64.1,328.7,-22.5,3.320,3.263,33.7,31.9,0.08,66.94
1002030,1.57E+12,25.1,324.8,-24.3,3.279,3.223,37.0,33.8,7.31,114.88
1002032,1.55E+12,35.3,324.1,-22.5,3.286,3.213,37.0,35.4,6.22,102.36
1002033,1.56E+12,26.1,352.8,-22.5,3.568,3.500,33.0,30.2,6.20,67.97
1002035,1.55E+12,47.9,330.7,-22.5,3.347,3.279,37.0,34.1,0.06,83.24
1002036,1.55E+12,71.7,350.2,-22.5,3.551,3.482,36.0,33.4,4.36,61.16
1002039,1.55E+12,58.2,351.9,-22.5,3.556,3.492,34.4,32.0,4.81,103.68
1002040,1.56E+12,44.2,344.5,-22.5,3.477,3.420,35.2,34.0,4.52,84.23
1002043,1.56E+12,75.3,325.0,-22.5,3.294,3.228,37.0,35.1,4.59,106.23
1002045,1.56E+12,31.2,329.5,-22.5,3.333,3.274,34.2,30.5,22.03,110.21
1002047,1.55E+12,22.3,342.1,-22.5,3.451,3.396,34.5,31.9,21.77,67.65
1002050,1.56E+12,62.2,354.2,-22.5,3.588,3.522,37.0,35.7,25.06,72.97
1002051,1.55E+12,45.4,350.5,-22.5,3.538,3.475,37.0,35.9,7.82,103.28
1002052,1.56E+12,31.0,330.0,-22.5,3.330,3.277,36.6,33.0,2.76,102.79
1002056,1.56E+12,60.4,341.8,-22.5,3.452,3.391,34.5,31.6,1.93,97.78
1002059,1.57E+12,65.2,328.8,-22.5,3.322,3.267,37.0,33.9,6.52,105.67
1002061,1.55E+12,44.9,327.8,-22.5,3.324,3.248,37.0,34.9,8.07,95.45
1002062,1.57E+12,21.5,351.1,-22.5,3.546,3.482,35.6,33.3,5.10,85.57
1002063,1.57E+12,67.8,325.6,-22.5,3.306,3.226,37.0,33.2,6.55,66.23
1002064,1.57E+12,41.4,329.0,-22.5,3.328,3.261,35.5,33.8,3.20,77.26
1002065,1.56E+12,57.3,330.0,-22.5,3.338,3.279,33.7,32.3,0.88,90.35
1002066,1.56E+12,24.3,328.8,-22.5,3.333,3.261,36.0,34.3,0.30,111.96
1002067,1.57E+12,63.4,331.8,-22.5,3.361,3.295,36.4,34.4,4.28,79.17
1002070,1.57E+12,37.9,346.4,-22.5,3.508,3.435,34.9,31.1,5.30,82.25
1002072,1.56E+12,59.1,328.9,-22.5,3.338,3.262,33.7,30.4,5.07,88.02
1002075,1.56E+12,51.9,356.0,-22.5,3.598,3.538,35.2,33.5,7.51,93.04
1002076,1.56E+12,37.5,356.3,-22.5,3.597,3.536,36.0,32.3,8.80,115.57
1002078,1.57E+12,24.2,328.6,-22.5,3.334,3.259,37.0,33.4,0.36,75.02
1002079,1.57E+12,65.1,327.5,-22.5,3.313,3.248,34.0,30.4,5.36,94.58
1002080,1.57E+12,52.8,347.6,-22.5,3.511,3.451,36.0,34.9,7.29,104.37
1002081,1.56E+12,65.3,330.0,-22.5,3.347,3.275,32.6,30.4,9.37,74.91
1002084,1.57E+12,17.6,351.2,-22.5,3.555,3.484,36.0,34.1,3.47,68.47
1002093,1.55E+12,56.4,344.3,-22.5,3.488,3.416,37.0,33.8,8.14,112.00
1002099,1.55E+12,44.0,342.5,-22.5,3.456,3.397,34.6,31.6,22.31,87.90
1002101,1.57E+12,74.9,331.6,-22.5,3.359,3.289,37.0,34.7,0.05,112.22
1002103,1.57E+12,44.0,355.1,-22.5,3.594,3.528,34.3,33.1,4.33,80.39
1002104,1.56E+12,23.4,328.2,-22.5,3.331,3.252,36.0,34.2,3.36,109.73
1002106,1.56E+12,58.9,326.4,-22.5,3.314,3.237,32.3,30.9,6.03,68.37
1002110,1.57E+12,32.5,337.6,-22.5,3.412,3.351,35.3,33.5,4.18,75.32
1002112,1.55E+12,28.2,336.7,-22.5,3.406,3.342,36.8,32.9,1.31,82.99
1002114,1.57E+12,28.2,327.6,-22.5,3.309,3.250,36.7,32.8,4.46,84.52
1002116,1.55E+12,44.1,332.1,-22.5,3.369,3.291,33.0,30.6,4.18,118.26
1002118,1.57E+12,37.4,340.4,-22.5,3.454,3.374,36.0,34.0,10.58,106.16
1002128,1.57E+12,39.6,330.4,-22.5,3.354,3.275,33.0,31.7,24.04,115.69
1002129,1.57E+12,73.0,348.6,-22.5,3.520,3.462,37.0,35.2,3.80,96.67
1002130,1.56E+12,46.0,352.2,-22.5,3.565,3.496,33.9,31.1,5.87,97.62
1002131,1.56E+12,34.5,329.8,-22.5,3.348,3.272,33.4,30.5,3.62,119.98
1002134,1.56E+12,52.6,338.7,-22.5,3.436,3.362,36.0,33.3,12.75,87.28
1002137,1.57E+12,73.5,331.8,-22.5,3.350,3.297,36.0,32.8,1.64,91.23
1002138,1.55E+12,18.9,324.1,-22.5,3.274,3.214,35.7,33.1,5.35,94.81
1002139,1.57E+12,44.7,324.5,-22.5,3.292,3.221,32.6,29.0,2.98,68.04
1002141,1.56E+12,20.1,331.9,-22.5,3.363,3.292,37.0,34.1,4.19,83.74
1002143,1.55E+12,74.6,333.3,-22.5,3.374,3.306,37.0,34.3,3.72,96.64
1002148,1.57E+12,66.9,352.0,-22.5,3.565,3.495,34.4,32.0,0.50,62.74
1002149,1.55E+12,74.6,333.3,-22.5,3.368,3.308,33.0,29.4,1.70,107.56
1002150,1.57E+12,59.3,324.1,-22.5,3.285,3.214,37.0,35.4,1.84,66.87
1002154,1.56E+12,62.6,329.4,-22.5,3.330,3.265,37.0,33.9,4.22,111.08
1002157,1.56E+12,52.1,330.4,-22.5,3.347,3.280,33.0,29.9,7.47,70.01
1002163,1.55E+12,24.7,339.6,-22.5,3.432,3.371,37.0,35.4,3.30,65.96
1002168,1.56E+12,36.1,354.8,-22.5,3.582,3.522,37.0,34.3,5.58,86.88
1002176,1.56E+12,48.8,331.8,-22.5,3.350,3.288,37.0,33.3,2.61,61.49
1002179,1.55E+12,70.9,346.2,-22.5,3.505,3.436,36.0,35.0,10.20,74.30
1002181,1.55E+12,52.3,326.9,-22.5,3.310,3.242,33.0,29.9,1.06,65.58
1002187,1.56E+12,53.7,354.3,-22.5,3.582,3.522,34.4,32.3,0.53,102.35
1002188,1.56E+12,52.6,324.1,-22.5,3.286,3.220,35.1,31.2,3.00,111.82
1002189,1.55E+12,72.1,328.6,-22.5,3.321,3.256,35.9,33.0,2.94,108.43
1002193,1.55E+12,30.4,354.4,-22.5,3.593,3.515,36.0,33.0,11.42,69.60
1002194,1.57E+12,35.9,337.1,-22.5,3.408,3.343,35.9,32.6,0.17,60.36
1002196,1.55E+12,74.9,337.1,-22.5,3.416,3.348,33.0,29.6,24.99,100.07
1002197,1.55E+12,47.7,329.8,-22.5,3.347,3.275,37.0,35.3,9.46,83.77
1002200,1.56E+12,32.2,349.1,-22.5,3.537,3.461,33.0,29.7,4.55,88.19
1002201,1.55E+12,64.9,351.6,-22.5,3.553,3.492,36.8,33.1,11.08,97.86
1002202,1.55E+12,59.9,346.5,-22.5,3.511,3.441,36.0,34.2,13.44,63.13
1002203,1.55E+12,15.3,334.1,-22.5,3.390,3.313,33.0,30.6,6.33,62.43
1002206,1.56E+12,45.0,327.3,-22.5,3.311,3.248,33.0,31.2,5.00,104.58
1002209,1.57E+12,25.3,327.7,-22.5,3.322,3.248,36.6,34.2,8.15,74.99
1002211,1.56E+12,29.5,358.7,-32.8,3.634,3.562,37.0,34.3,7.22,108.19
1002214,1.55E+12,73.6,345.5,-22.5,3.487,3.432,37.0,33.7,4.93,70.57
1002216,1.57E+12,19.6,343.0,-22.5,3.478,3.402,33.0,31.1,26.01,118.22
1002218,1.55E+12,72.7,347.8,-22.5,3.515,3.453,36.9,33.3,5.70,94.80
1002219,1.55E+12,26.1,334.4,-22.5,3.393,3.321,34.1,31.7,22.74,113.70
1002222,1.57E+12,16.9,343.6,-22.5,3.477,3.408,34.1,32.4,5.39,101.10
1002226,1.56E+12,21.1,350.8,-22.5,3.542,3.479,37.0,33.3,7.43,79.45
1002231,1.56E+12,46.7,346.3,-22.5,3.497,3.441,36.4,35.0,1.01,93.76
1002233,1.56E+12,25.9,324.0,-22.5,3.279,3.215,36.2,34.8,5.50,67.15
1002234,1.57E+12,73.3,343.2,-22.5,3.470,3.409,36.0,32.3,0.33,104.37
1002235,1.56E+12,26.8,329.2,-22.5,3.331,3.268,33.0,29.7,8.42,103.50
1002236,1.57E+12,31.5,329.9,-22.5,3.331,3.273,36.2,33.7,2.24,88.91
1002237,1.57E+12,69.7,350.4,-34.8,3.545,3.481,37.0,34.0,5.45,92.88
1002238,1.56E+12,74.2,356.8,-22.5,3.611,3.544,37.0,33.0,2.03,114.65
1002239,1.55E+12,68.5,355.1,-22.5,3.589,3.523,37.0,34.2,8.72,77.57
1002241,1.57E+12,65.0,358.6,-22.5,3.628,3.557,33.0,29.2,5.50,90.12
1002242,1.55E+12,35.0,352.7,-22.5,3.571,3.503,35.1,33.8,0.12,71.25
1002244,1.57E+12,57.1,330.5,-22.5,3.352,3.278,35.8,33.6,10.65,78.51
1002245,1.55E+12,24.6,356.6,-22.5,3.610,3.543,37.0,35.3,8.48,88.66
1002247,1.57E+12,59.9,328.9,-22.5,3.320,3.268,37.0,34.9,4.29,89.05
1002252,1.55E+12,38.0,337.8,-22.5,3.415,3.356,37.0,35.1,6.54,113.57
1002253,1.55E+12,19.8,329.3,-22.5,3.335,3.266,37.0,34.3,9.69,87.02
1002257,1.57E+12,33.4,348.2,-22.5,3.521,3.456,37.0,33.6,10.09,84.24
1002261,1.56E+12,50.3,332.6,-22.5,3.357,3.305,35.4,33.1,5.08,75.99
1002262,1.57E+12,29.8,327.8,-22.5,3.311,3.248,35.7,33.8,9.69,84.18
1002263,1.55E+12,36.3,343.2,-22.5,3.482,3.411,36.0,33.5,3.97,63.01
1002264,1.56E+12,69.1,336.7,-22.5,3.403,3.341,36.9,33.4,3.43,116.59
1002265,1.57E+12,34.9,329.2,-22.5,3.340,3.269,36.6,34.6,6.90,106.69
1002272,1.56E+12,46.6,329.0,-22.5,3.332,3.260,33.0,31.3,3.60,99.59
1002279,1.55E+12,69.2,351.4,-22.5,3.562,3.487,33.0,29.8,23.85,70.42
1002281,1.56E+12,28.0,326.5,-22.5,3.300,3.242,33.7,30.0,5.40,75.49
1002282,1.56E+12,48.0,329.0,-22.5,3.331,3.264,37.0,35.4,3.05,97.04
1002283,1.55E+12,70.3,334.1,-22.5,3.371,3.318,37.0,34.7,6.12,98.20
1002284,1.57E+12,67.3,336.1,-22.5,3.398,3.336,36.3,34.8,4.54,86.33
1002285,1.57E+12,61.5,332.3,-22.5,3.356,3.300,37.0,34.5,1.60,65.47
1002286,1.56E+12,72.0,356.6,-22.5,3.599,3.538,37.0,33.7,21.50,63.33
1002287,1.57E+12,51.5,354.0,-22.5,3.581,3.515,36.6,34.5,6.96,103.62
1002289,1.55E+12,35.6,330.3,-22.5,3.342,3.276,37.0,35.6,0.26,68.59
1002290,1.55E+12,40.5,357.8,-22.5,3.617,3.558,36.1,32.5,1.88,89.44
1002292,1.55E+12,55.7,346.7,-22.5,3.499,3.446,33.0,30.5,6.18,108.72
1002293,1.57E+12,46.0,341.0,-22.5,3.447,3.388,33.0,30.8,3.60,74.85
1002294,1.57E+12,17.1,353.2,-22.5,3.571,3.503,37.0,35.5,8.04,111.37
1002296,1.57E+12,30.7,337.5,-22.5,3.420,3.346,33.0,30.3,22.86,94.74
1002299,1.57E+12,71.8,334.8,-22.5,3.385,3.325,37.0,35.2,3.60,93.85
1002304,1.56E+12,70.0,354.8,-22.5,3.596,3.521,33.0,30.8,3.77,75.90
1002307,1.56E+12,60.5,334.4,-22.5,3.390,3.317,35.4,33.6,3.87,65.57
1002310,1.55E+12,25.9,354.7,-22.5,3.596,3.527,37.0,34.1,7.91,66.68
1002313,1.57E+12,15.9,331.1,-22.5,3.346,3.289,33.0,31.7,10.18,109.04
1002315,1.56E+12,65.4,331.5,-22.5,3.357,3.291,34.0,32.8,7.72,77.10
1002317,1.56E+12,27.0,357.7,-22.5,3.610,3.557,34.1,30.9,10.89,95.32
1002318,1.57E+12,20.6,333.7,-22.5,3.369,3.315,34.1,31.9,5.61,79.34
1002320,1.57E+12,35.7,357.4,-22.5,3.614,3.553,33.1,29.6,22.27,115.32
1002321,1.56E+12,39.2,343.0,-22.5,3.474,3.402,37.0,35.4,1.44,67.71
1002323,1.55E+12,56.4,349.6,-22.5,3.535,3.475,37.0,34.5,3.91,95.87
1002327,1.55E+12,49.1,331.8,-22.5,3.361,3.297,37.0,35.5,4.89,97.30
1002328,1.55E+12,36.6,345.4,-22.5,3.502,3.433,34.3,31.2,5.57,78.86
1002329,1.55E+12,29.5,346.3,-22.5,3.509,3.435,34.0,32.2,4.01,81.42
1002337,1.55E+12,31.3,331.4,-22.5,3.347,3.287,37.0,34.3,6.75,97.76
1002339,1.55E+12,51.6,350.5,-22.5,3.543,3.479,35.3,33.3,9.75,104.82
1002341,1.57E+12,30.4,336.8,-22.5,3.413,3.345,33.0,30.7,0.06,68.53
1002342,1.57E+12,31.5,334.1,-22.5,3.371,3.315,33.5,29.7,7.20,92.84
1002344,1.56E+12,73.5,327.4,-22.5,3.323,3.254,37.0,33.4,0.88,81.68
1002349,1.55E+12,56.0,326.0,-22.5,3.302,3.231,37.0,33.8,7.30,117.88
1002350,1.56E+12,70.9,350.4,-22.5,3.545,3.474,37.0,34.8,5.80,87.06
1002351,1.55E+12,29.0,343.7,-22.5,3.467,3.416,35.9,33.8,8.83,73.47
1002353,1.55E+12,33.6,339.8,-22.5,3.444,3.377,37.0,33.8,4.22,106.94
1002355,1.57E+12,74.6,340.2,-22.5,3.448,3.378,37.0,33.3,7.55,100.82
1002361,1.56E+12,62.0,331.5,-22.5,3.353,3.285,36.0,34.3,9.04,107.71
1002372,1.55E+12,54.3,327.6,-22.5,3.314,3.246,37.0,33.3,5.01,96.05
1002373,1.55E+12,41.2,330.0,-64.0,3.332,3.275,35.9,33.2,4.43,102.63
1002374,1.56E+12,57.0,334.8,-22.5,3.394,3.320,33.0,30.1,7.55,99.50
1002376,1.57E+12,44.0,350.8,-22.5,3.546,3.482,37.0,35.6,7.56,74.92
1002377,1.57E+12,35.7,328.0,-22.5,3.315,3.255,36.9,35.0,10.34,110.31
1002379,1.57E+12,36.2,354.7,-22.5,3.577,3.522,34.3,31.1,3.49,112.77
1002380,1.56E+12,22.9,351.8,-22.5,3.566,3.496,35.5,33.4,5.83,106.25
1002381,1.57E+12,19.0,332.3,-22.5,3.355,3.300,34.9,33.5,2.75,110.55
1002382,1.56E+12,61.4,353.7,-22.5,3.574,3.513,33.0,29.3,8.15,71.25
1002383,1.56E+12,67.5,347.1,-22.5,3.506,3.443,37.0,33.3,1.91,85.39
1002387,1.57E+12,65.7,351.9,-22.5,3.562,3.498,37.0,33.7,6.67,88.01
1002389,1.57E+12,31.6,329.7,-22.5,3.341,3.275,37.0,33.0,23.22,104.29
1002390,1.56E+12,32.3,325.9,-22.5,3.303,3.236,33.1,31.6,6.41,92.12
1002392,1.57E+12,22.6,333.0,-22.5,3.373,3.303,33.5,31.8,21.48,70.43
1002396,1.55E+12,30.2,339.8,-22.5,3.438,3.372,33.0,31.3,9.98,101.48
1002397,1.57E+12,23.5,357.5,-22.5,3.619,3.553,32.1,30.1,21.72,74.96
1002401,1.55E+12,29.1,333.7,-22.5,3.384,3.308,35.7,31.7,0.15,97.63
1002404,1.55E+12,55.4,332.3,-22.5,3.359,3.294,34.2,31.5,3.45,112.93
1002405,1.57E+12,27.4,356.4,-22.5,3.603,3.536,33.0,29.2,5.64,70.31
1002409,1.56E+12,37.1,329.1,-22.5,3.331,3.263,34.4,31.6,24.30,103.79
1002411,1.55E+12,46.6,332.8,-22.5,3.372,3.306,33.0,29.1,2.33,69.29
1002412,1.56E+12,73.9,328.6,-22.5,3.330,3.256,37.0,33.8,6.23,87.99
1002413,1.55E+12,75.0,334.0,-22.5,3.379,3.313,36.0,34.8,0.19,77.60
1002415,1.56E+12,68.1,334.0,-22.5,3.386,3.312,33.0,30.6,2.51,110.58
1002420,1.56E+12,55.0,346.7,-22.5,3.504,3.440,33.0,31.2,1.66,71.30
1002421,1.56E+12,44.9,336.7,-22.5,3.415,3.341,35.9,32.1,4.98,91.20
1002428,1.55E+12,47.4,330.4,-22.5,3.350,3.284,37.0,34.1,5.70,73.24
1002429,1.57E+12,41.9,354.6,-22.5,3.579,3.524,33.6,31.0,4.42,114.89
1002433,1.55E+12,62.3,349.5,-22.5,3.530,3.474,33.5,29.7,0.38,110.68
1002435,1.55E+12,15.5,328.4,-22.5,3.325,3.260,37.0,34.6,4.11,87.15
1002436,1.56E+12,47.8,357.6,-22.5,3.617,3.550,36.8,35.6,2.64,69.14
1002437,1.56E+12,55.6,341.0,-22.5,3.453,3.386,36.0,32.9,1.63,102.41
1002440,1.56E+12,18.8,329.5,-22.5,3.338,3.272,33.0,29.5,6.81,81.57
1002448,1.56E+12,70.1,327.8,-22.5,3.312,3.258,37.0,34.6,21.81,64.61
1002450,1.56E+12,49.2,329.0,-22.5,3.327,3.270,37.0,35.0,7.75,109.38
1002452,1.55E+12,62.5,325.0,-22.5,3.294,3.220,36.3,34.6,9.60,117.96
1002455,1.56E+12,18.4,325.0,-22.5,3.294,3.227,32.8,30.6,9.28,88.46
1002456,1.55E+12,65.1,341.5,-22.5,3.448,3.392,37.0,34.3,2.86,70.37
1002457,1.56E+12,54.9,330.5,-22.5,3.338,3.280,33.0,29.3,1.78,93.49
1002459,1.56E+12,59.2,326.8,-22.5,3.310,3.240,37.0,34.1,2.64,118.85
1002463,1.57E+12,21.4,354.5,-22.5,3.590,3.520,36.0,33.3,3.84,104.43
1002465,1.57E+12,73.1,353.5,-22.5,3.568,3.512,33.9,31.3,8.31,91.74
1002466,1.56E+12,29.2,340.5,-22.5,3.436,3.383,36.1,35.0,7.14,103.51
1002467,1.55E+12,52.1,329.4,-60.2,3.342,3.270,37.0,33.3,6.59,76.84
1002470,1.57E+12,21.4,329.9,-22.5,3.344,3.275,37.0,33.8,5.16,72.71
1002471,1.56E+12,68.0,349.2,-22.5,3.537,3.469,33.4,30.0,3.58,109.06
1002474,1.56E+12,15.8,355.7,-22.5,3.591,3.534,34.9,32.9,11.76,98.82
1002475,1.57E+12,62.2,332.4,-22.5,3.362,3.301,36.3,33.0,2.22,93.81
1002478,1.56E+12,66.7,343.9,-22.5,3.484,3.413,33.1,29.7,6.68,102.18
1002479,1.56E+12,40.7,332.2,-22.5,3.368,3.297,37.0,33.2,6.40,79.16
1002480,1.57E+12,60.2,340.0,-22.5,3.436,3.377,37.0,35.0,5.60,87.18
1002481,1.55E+12,26.2,329.1,-22.5,3.330,3.270,37.0,34.4,4.40,99.46
1002482,1.57E+12,73.0,352.4,-22.5,3.569,3.500,33.0,31.4,8.15,90.60
1002484,1.56E+12,24.7,354.4,-22.5,3.592,3.515,36.7,34.8,6.95,91.63
1002487,1.56E+12,47.4,325.2,-22.5,3.288,3.226,37.0,34.4,5.06,106.65
1002494,1.55E+12,33.2,358.3,-22.5,3.623,3.553,33.1,31.9,9.46,99.74
1002495,1.55E+12,48.1,327.9,-22.5,3.321,3.253,33.2,30.6,7.16,119.99
1002499,1.56E+12,33.8,344.1,-22.5,3.491,3.414,33.1,31.2,10.68,62.21
1002500,1.57E+12,28.2,336.5,-22.5,3.396,3.336,37.0,34.5,25.45,77.96
1002501,1.57E+12,41.3,335.2,-22.5,3.392,3.327,36.8,34.8,6.53,94.82
1002503,1.57E+12,16.6,345.3,-22.5,3.494,3.430,37.0,33.2,4.21,106.29
1002506,1.55E+12,40.7,331.0,-22.5,3.360,3.281,37.0,34.3,25.95,86.91
1002507,1.56E+12,60.5,334.1,-22.5,3.373,3.321,33.0,29.7,23.39,117.84
1002508,1.55E+12,27.3,332.2,-22.5,3.354,3.295,37.0,33.0,11.05,94.41
1002509,1.55E+12,39.3,326.7,-22.5,3.309,3.237,36.3,34.7,4.03,98.24
1002510,1.56E+12,32.8,328.6,-22.5,3.322,3.259,37.0,35.5,6.69,96.69
1002512,1.56E+12,27.3,355.2,-22.5,3.585,3.527,36.0,32.3,7.21,109.14
1002513,1.55E+12,72.5,330.9,-22.5,3.355,3.280,37.0,35.0,4.18,115.11
1002516,1.56E+12,62.3,331.6,-22.5,3.360,3.295,33.0,30.1,7.23,79.01
1002519,1.55E+12,47.6,329.0,-22.5,3.327,3.265,33.0,31.6,22.20,114.16
1002523,1.57E+12,21.1,326.5,-22.5,3.311,3.237,34.4,30.9,5.27,90.23
1002524,1.56E+12,36.0,348.3,-22.5,3.517,3.459,37.0,35.1,3.84,91.73
1002528,1.56E+12,68.7,329.5,-22.5,3.327,3.267,36.0,34.3,8.09,112.96
1002531,1.57E+12,32.8,330.5,-22.5,3.353,3.275,33.0,30.5,1.80,89.85
1002532,1.56E+12,74.5,351.3,-22.5,3.551,3.488,35.1,33.7,7.42,115.04
1002533,1.57E+12,70.6,340.3,-22.5,3.446,3.382,37.0,35.9,8.93,87.98
1002534,1.57E+12,41.5,342.7,-22.5,3.463,3.404,33.6,32.3,6.86,109.54
